Address,RBN Balance,Time Left (in seconds),Penalty Ratio,Penalty Rebate,Unlock Reward Before,Penalty Reward After
0x486eB0e2FA31db1e30fC035bf8a37C304dA87a23,3 RBN,36741600,0.58,0.87 RBN,1.00 RBN,1.00 RBN
0xc9C5A0228fb686e9720cA24691e59e9410C52688,3 RBN,36741600,0.58,0.87 RBN,1.00 RBN,1.00 RBN
0xa64b01fD919181a4C178F64bB60fa25061b6e6a6,3 RBN,36741600,0.58,0.87 RBN,1.00 RBN,1.00 RBN
0xfF049EC2F92e167a0AaC6bEA0Fb11ec6A9ABFC1b,3 RBN,36741600,0.58,0.87 RBN,1.00 RBN,1.00 RBN
0x480BaBef0E73392B36F5D2f54C92D74135fB408a,3 RBN,36741600,0.58,0.87 RBN,1.00 RBN,1.00 RBN
0x8D52bAf7Fac6311bba516827c6e92a779d5A1E1A,3 RBN,36741600,0.58,0.87 RBN,1.00 RBN,1.00 RBN
0x4a078f95C45504349E7c8be1aF69A7e9dE73F4c4,3 RBN,36741600,0.58,0.87 RBN,1.00 RBN,1.00 RBN
0xA01cE2E52c17E2f98BE84D696a0bbcc9b4333D3c,3 RBN,36741600,0.58,0.87 RBN,1.00 RBN,1.00 RBN
0xb51758105440C85C6c9cb85FE56C45a730be6348,3 RBN,36741600,0.58,0.87 RBN,1.00 RBN,1.00 RBN
0x54060b2B8Ba8F2D8da1bbb3C0eD82325F42aAADE,3 RBN,36741600,0.58,0.87 RBN,1.00 RBN,1.00 RBN
0xdb204c626e6B62AeF46F289468C7e227199599AE,3 RBN,36741600,0.58,0.87 RBN,1.00 RBN,1.00 RBN
0xbA8B2042AF6c560F0264Bb2537ddC1770E67db67,3 RBN,36741600,0.58,0.87 RBN,1.00 RBN,1.00 RBN
0x13b02cd066B0236066b0B40DFBAc921c492ada9C,3 RBN,36741600,0.58,0.87 RBN,1.00 RBN,1.00 RBN
0xe59Aa2Dc6c567857f9840a6235E9048B389dA4F0,3 RBN,36741600,0.58,0.87 RBN,1.00 RBN,1.00 RBN
0x8F1FD58a5Ab577b228F28c4E4ce882B224991E03,6293 RBN,50047200,0.75,2360.18 RBN,1573.00 RBN,1573.00 RBN
0x5DE64238dA2d7A5F1949C1bb1958273C22c5EE01,50000 RBN,36741600,0.58,14563.39 RBN,20873.00 RBN,20873.00 RBN
0x3C0fC9D4103aBc69c4B108bA3084c84f97b3F9b7,3032 RBN,5292000,0.08,127.22 RBN,2777.00 RBN,2777.00 RBN
0x7C16570b6cc61a365436A2048668E940b31F9F9B,68 RBN,36741600,0.58,19.84 RBN,28.00 RBN,28.00 RBN
0x91f04ffE5AA427e977086746e7b9E1B997F2aFA8,9125 RBN,36741600,0.58,2657.94 RBN,3809.00 RBN,3809.00 RBN
0x1125917201ed36700F86c3CecEC8C5DAfAe280D1,6664 RBN,56095200,0.75,2499.35 RBN,1666.00 RBN,1666.00 RBN
0x688B5c7B549339922C0D2243debE2Fe921A1A488,2683 RBN,37346400,0.59,794.38 RBN,1094.00 RBN,1094.00 RBN
0x18842D30863C114E4C6986db4E42FD910D68E034,1000 RBN,37346400,0.59,296.22 RBN,408.00 RBN,408.00 RBN
0x0C1e99991dD2f7D374Bff13f9F52284CE6cfDAE5,20693 RBN,37346400,0.59,6126.63 RBN,8440.00 RBN,8440.00 RBN
0x7bdfE11c4981Dd4c33E1aa62457B8773253791b3,89445 RBN,50652000,0.75,33542.16 RBN,22361.00 RBN,22361.00 RBN
0xe7aF11370C3BaB51230D8307454350bDf6d68f4a,890 RBN,37346400,0.59,263.61 RBN,363.00 RBN,363.00 RBN
0x1dF4c04D9C4247bEdF051E73730C46A03C3d3050,1500 RBN,5292000,0.08,62.93 RBN,1374.00 RBN,1374.00 RBN
0x1A2B73207C883Ce8E51653d6A9cC8a022740cCA4,1000 RBN,5292000,0.08,41.95 RBN,916.00 RBN,916.00 RBN
0x52d5AA6668BD5BAc140589D71222FD4661f5e14e,7500 RBN,5292000,0.08,314.64 RBN,6870.00 RBN,6870.00 RBN
0x6Cd5fA7A48bA7E980b62EC27EACFDbF92009Ebc8,562 RBN,37346400,0.59,166.68 RBN,229.00 RBN,229.00 RBN
0xd84E11beE5D555CCd905817Cb8CBBd5b6e6C4f0D,1000 RBN,37346400,0.59,296.06 RBN,407.00 RBN,407.00 RBN
0x9a8c3a3E841D46148Bf4AC422c97C8740A23D197,2429 RBN,37346400,0.59,719.25 RBN,990.00 RBN,990.00 RBN
0xbE74DAF0930DfaB7d8396EEad251A4a21106797D,72651 RBN,61538400,0.75,27244.49 RBN,18162.00 RBN,18162.00 RBN
0x22e578a305A8752ce63be2d2814676299eA70148,5645 RBN,5896800,0.09,263.92 RBN,5117.00 RBN,5117.00 RBN
0x856DC4a12f08AFA49f42B52F81769A96505f312C,40 RBN,37346400,0.59,11.85 RBN,16.00 RBN,16.00 RBN
0xa45e88303231Bcd1021A08Fb6f31a5bA3d245928,106 RBN,37346400,0.59,31.61 RBN,43.00 RBN,43.00 RBN
0x0Cf776d57e0223f47eD3A101927BB78D41Ad8A13,19330 RBN,60933600,0.75,7248.75 RBN,4832.00 RBN,4832.00 RBN
0xEb417bE70529D525485A9C71cE428166be86E8D2,23789 RBN,37346400,0.59,7043.04 RBN,9703.00 RBN,9703.00 RBN
0xba48Ff2445708F99d0b349b357b4B38eb40bC562,50140 RBN,37346400,0.59,14844.82 RBN,20451.00 RBN,20451.00 RBN
0xE25f6f61D922240ef188160175192A8E8A21c8eF,245280 RBN,5292000,0.08,10290.02 RBN,224700.00 RBN,224700.00 RBN
0xf14C579CcD5A476Cb6FB2388c88841AD7f0971E3,273 RBN,5896800,0.09,12.79 RBN,247.00 RBN,247.00 RBN
0x88401857025524b09f7708147D011a2C62Ff2F98,849 RBN,37346400,0.59,251.58 RBN,346.00 RBN,346.00 RBN
0xB1daD6AC501be089BBB39FD01DdFE841aA8ABd9d,4000 RBN,37346400,0.59,1184.25 RBN,1631.00 RBN,1631.00 RBN
0xaA6247d977d8d6C8Adda8edd14632C33c691Cb6D,1228 RBN,37346400,0.59,363.60 RBN,500.00 RBN,500.00 RBN
0xE3939654Deae5f54fD3e6B84b3A7F75f245062d8,50000 RBN,13759200,0.22,5453.77 RBN,39092.00 RBN,39092.00 RBN
0x5a333C5aAeD62aa473e404169f9f8F989bE5DBfd,1049 RBN,58514400,0.75,393.59 RBN,262.00 RBN,262.00 RBN
0x2b61750cC7Fa814f206b77Edc84525337D3ecde2,5772 RBN,60933600,0.75,2164.50 RBN,1442.00 RBN,1442.00 RBN
0xbE0AffE00De6BbdB717d2C7Af7f9fEB45311320d,400144 RBN,51861600,0.75,150054.33 RBN,100036.00 RBN,100036.00 RBN
0x53e213da8C28d85dc6663c3b5e35Bb0ffBb05752,19955 RBN,49442400,0.75,7483.43 RBN,4988.00 RBN,4988.00 RBN
0x71aDa13C8B21c5A9921E3CD4C85678f8Db90dE35,6390 RBN,5896800,0.09,298.72 RBN,5792.00 RBN,5792.00 RBN
0xb4e39F6D3d386E98AF0C064E087aCBC9A8F08944,7453 RBN,37346400,0.59,2206.60 RBN,3039.00 RBN,3039.00 RBN
0x41c0F529F559c6A3ddc324Cd86A6D0c75b50c949,289 RBN,37346400,0.59,85.67 RBN,118.00 RBN,118.00 RBN
0x7df990ce0c08CB7fBCb145dbF0E9beefEd34B7cF,4474 RBN,37346400,0.59,1324.70 RBN,1825.00 RBN,1825.00 RBN
0x18e053e62A0F1d3701585CA85DEd8c4222B00670,5771 RBN,37346400,0.59,1708.87 RBN,2354.00 RBN,2354.00 RBN
0x118C8a0F46deC72cea725CFb0f70CE0edd554011,19456 RBN,54885600,0.75,7296.17 RBN,4864.00 RBN,4864.00 RBN
0x5bfF1A68663ff91b0650327D83D4230Cd00023Ad,18299 RBN,37346400,0.59,5417.75 RBN,7463.00 RBN,7463.00 RBN
0xe801f929dE25077e2319de63545BA49806BCA801,27 RBN,37346400,0.59,8.22 RBN,11.00 RBN,11.00 RBN
0x2303fD39E04cf4D6471dF5ee945bD0E2CFb6C7a2,1439 RBN,37346400,0.59,426.25 RBN,587.00 RBN,587.00 RBN
0xEbDb626C95a25f4e304336b1adcAd0521a1Bdca1,11417 RBN,37346400,0.59,3380.16 RBN,4656.00 RBN,4656.00 RBN
0x3707Ad3Fb74eD4C87A795894a3DE890C2bE5a9FC,6834 RBN,49442400,0.75,2562.82 RBN,1708.00 RBN,1708.00 RBN
0xdf67361193D52EE42CB759eb98Ce2c7978DD440E,11514 RBN,37346400,0.59,3408.96 RBN,4696.00 RBN,4696.00 RBN
0xf5E962C4Df3C870266aEab048335184Ee0D9ad66,90115 RBN,51861600,0.75,33793.47 RBN,22528.00 RBN,22528.00 RBN
0x4e1da0737dd156276DF1ec5CA48f76673D16C3B0,19972 RBN,5896800,0.09,933.63 RBN,18104.00 RBN,18104.00 RBN
0x12478d1a60a910C9CbFFb90648766a2bDD5918f5,19301 RBN,59724000,0.75,7238.04 RBN,4825.00 RBN,4825.00 RBN
0xc95C069F83b8e9eAEeBf813a4FCF6762b881E35F,51087 RBN,37951200,0.60,15370.13 RBN,20347.00 RBN,20347.00 RBN
0x8922353c969Ab34Bd6Fb0a9b9E069dEc56F1647f,954086 RBN,2872800,0.05,21728.34 RBN,910629.00 RBN,910629.00 RBN
0xd392E5d8C94bF025a0848ee82d58F947833049D2,6791 RBN,21621600,0.34,1164.06 RBN,4463.00 RBN,4463.00 RBN
0xbE12932340D9Af6CEe8A168DBd453B2C2F76E439,3599 RBN,37951200,0.60,1083.01 RBN,1433.00 RBN,1433.00 RBN
0x582c34536D7f4A2A5d96118D5D80Ba3000c6B5aF,49999 RBN,37951200,0.60,15042.81 RBN,19914.00 RBN,19914.00 RBN
0x75428661aD4F91f609451b72DE2603D875ff1A56,2330 RBN,37951200,0.60,701.02 RBN,928.00 RBN,928.00 RBN
0xDA550482c296Cfa01a80CC0b7e379c8C13e7B6c1,237 RBN,37951200,0.60,71.59 RBN,94.00 RBN,94.00 RBN
0x3fBD2D9119d3b3f989D5228Ddc17Fd67b20862B9,224 RBN,6501600,0.10,11.57 RBN,201.00 RBN,201.00 RBN
0x2c5aBc767AB347A852112b80bf62b221f15A6Fe7,10177 RBN,37951200,0.60,3061.88 RBN,4053.00 RBN,4053.00 RBN
0x490E90676b7E880e0D508cCdcDf87Ea5745565dd,1474 RBN,6501600,0.10,75.98 RBN,1322.00 RBN,1322.00 RBN
0x6319C7639340285D53fe0be2fc5eA098C3E1a417,1014 RBN,37951200,0.60,305.14 RBN,403.00 RBN,403.00 RBN
0x6a74E4bc659560bc895587a33b078D904Ec62393,562 RBN,37951200,0.60,169.28 RBN,224.00 RBN,224.00 RBN
0x8ABA0cC08ad63A2a6C7849dB40c30128bb0916cD,1474 RBN,37951200,0.60,443.59 RBN,587.00 RBN,587.00 RBN
0xE5350E927B904FdB4d2AF55C566E269BB3df1941,87948 RBN,45208800,0.72,31520.03 RBN,24908.00 RBN,24908.00 RBN
0x4CB6F9197c3b7e1C7B0B7B0BF39B9697a5Cf4E3F,19717 RBN,37951200,0.60,5932.01 RBN,7853.00 RBN,7853.00 RBN
0x8F60D79FE3dF6CD0E3a44288AD2F41Af134D813e,100525 RBN,45813600,0.73,36509.49 RBN,27506.00 RBN,27506.00 RBN
0x93EE78b4bFAfC05D9eB51714BfBf6C2335ec066c,2436 RBN,37951200,0.60,733.05 RBN,970.00 RBN,970.00 RBN
0x80845058350B8c3Df5c3015d8a717D64B3bF9267,336998 RBN,37951200,0.60,101387.99 RBN,134222.00 RBN,134222.00 RBN
0xA1BA71A032bD935274223e86c6BFBaB6B815B465,113962 RBN,53071200,0.75,42736.05 RBN,28490.00 RBN,28490.00 RBN
0x879fbC694A0E10eaDb9DAe8FC591c02D27598880,15501 RBN,37951200,0.60,4663.64 RBN,6173.00 RBN,6173.00 RBN
0x97D1DEFB653643379Db57c39203EA26644984b2D,8319 RBN,62143200,0.75,3119.75 RBN,2079.00 RBN,2079.00 RBN
0x0ef25ad333a465910A0c469627523903A28e320a,22213 RBN,38556000,0.61,6789.45 RBN,8634.00 RBN,8634.00 RBN
0x6326b8D132Ae255e011Fa5107576DEeB86Abd2f3,5772 RBN,38556000,0.61,1764.22 RBN,2243.00 RBN,2243.00 RBN
0xF6Aa21404F079E8b8E142e91FD408A86713DC087,2346 RBN,7106400,0.11,132.17 RBN,2081.00 RBN,2081.00 RBN
0x78f7df4732c4aECBD92A4f8948311E8ea11C8352,4649 RBN,38556000,0.61,1421.03 RBN,1807.00 RBN,1807.00 RBN
0xD51D78BbBd48CBAf788826F31C147Fd4BD69e607,24999 RBN,26460000,0.42,5244.01 RBN,14511.00 RBN,14511.00 RBN
0x3D44F67b32454EBC1F579873EdF480FAA80Cd953,38 RBN,38556000,0.61,11.80 RBN,15.00 RBN,15.00 RBN
0xF2d5C3bEF55534ADE66E91Be2BA8C46E2DDd1BEE,2920 RBN,38556000,0.61,892.66 RBN,1135.00 RBN,1135.00 RBN
0x10d98B4809efE5E3a4269aFe6F5F4388CE4c38F1,1000 RBN,38556000,0.61,305.65 RBN,388.00 RBN,388.00 RBN
0x6265EF4a9f29c96e1702ea9913AaE07637Ee705a,6137 RBN,38556000,0.61,1875.95 RBN,2385.00 RBN,2385.00 RBN
0xb5325fB430030BB888885D80Ea0ad2611b38Ef22,315 RBN,38556000,0.61,96.44 RBN,122.00 RBN,122.00 RBN
0xe099d137BF40caeaAB9a8fc1C9A3a6f645667eDc,704 RBN,7106400,0.11,39.67 RBN,624.00 RBN,624.00 RBN
0xEd91f76F2A9E7bDbE09A6A0D76986829137A93C9,491 RBN,38556000,0.61,150.28 RBN,191.00 RBN,191.00 RBN
0xC55AE491E46Ce0A31e600033f430Ca177faF305a,1084 RBN,38556000,0.61,331.49 RBN,421.00 RBN,421.00 RBN
0x6977e753e022F65eBEb170d8267b2EA54a431523,2206 RBN,46418400,0.74,811.96 RBN,582.00 RBN,582.00 RBN
0x99E2A6b3Aa40bd79F18e7E7E525292649E39b033,4984 RBN,57909600,0.75,1869.32 RBN,1246.00 RBN,1246.00 RBN
0xE00714751f1c79f7111bE3C72012641b30573698,9999999 RBN,39160800,0.62,3104452.05 RBN,3791095.00 RBN,3791095.00 RBN
0x9F6f5C875C5B03dAd822376eEb0fB006296d6f43,1474 RBN,39160800,0.62,457.71 RBN,558.00 RBN,558.00 RBN
0x4D4Ef453CF782926825F5768499C7e02DaA3A9E7,2371 RBN,39160800,0.62,736.31 RBN,899.00 RBN,899.00 RBN
0xC155eFbEb10AD1dEbedcd4F05DC0e669e5ba7e25,1278 RBN,19202400,0.30,194.55 RBN,888.00 RBN,888.00 RBN
0x9159d34f4616F5a7F54fAEEa5943D0c665D7d10b,629257 RBN,47023200,0.75,234570.66 RBN,160115.00 RBN,160115.00 RBN
0xCe23d2d2E2d52B728b649518c5Fc9b45cc0Ca512,500000 RBN,39160800,0.62,155222.60 RBN,189554.00 RBN,189554.00 RBN
0x61fEb7fa4Aa7A7a4FE56Fbb5F39AbD3470297D94,150000 RBN,31298400,0.50,37217.64 RBN,75565.00 RBN,75565.00 RBN
0x34602f1B438497e2aDb436d3B05922d97A3D895e,500000 RBN,56700000,0.75,187500.00 RBN,125000.00 RBN,125000.00 RBN
0x8DbA03f9b5018efFc8D7620eF235760383C17f8f,10437 RBN,58514400,0.75,3914.24 RBN,2609.00 RBN,2609.00 RBN
0x709283020b1CcaC42413903C6DBBe3e523A4B41d,30000 RBN,50047200,0.75,11250.00 RBN,7499.00 RBN,7499.00 RBN
0x45D80fb72B9757f33f9A1B77730226A97C958032,223 RBN,39160800,0.62,69.46 RBN,84.00 RBN,84.00 RBN
0x7803Ab56769dDa5432CDbd63749a6BEeb3180008,7775 RBN,39160800,0.62,2413.81 RBN,2947.00 RBN,2947.00 RBN
0x94B90d0362D32AA14314D666A8968e1247508dfC,313 RBN,39765600,0.63,98.69 RBN,115.00 RBN,115.00 RBN
0x740c21cA7d3A4Bac00b52eB275126d81Bf2093f9,109191 RBN,45208800,0.72,39133.25 RBN,30925.00 RBN,30925.00 RBN
0x11d0Cb5C690bC838eFc52C621F6B48040dd000F7,1008 RBN,39765600,0.63,318.01 RBN,372.00 RBN,372.00 RBN
0xAf79312EB821871208ac76A80c8E282f8796964e,1369 RBN,59119200,0.75,513.46 RBN,342.00 RBN,342.00 RBN
0xBE1f49683B1B50d2f41B2F5a90d29820E0AB430b,3395 RBN,39765600,0.63,1070.33 RBN,1254.00 RBN,1254.00 RBN
0x605cd70F278bCb7168559493616c0D15359ed0D1,120416 RBN,39765600,0.63,37959.99 RBN,44496.00 RBN,44496.00 RBN
0xA9Ec08edd196B91Bc9177420137804bE1D6EfDa0,3466 RBN,52466400,0.75,1299.96 RBN,866.00 RBN,866.00 RBN
0xC3D2Bc827b2DDddEE0eC1917a898024E66D4EB83,11574 RBN,40370400,0.64,3704.12 RBN,4165.00 RBN,4165.00 RBN
0xAE8cE6Bb2B95684f57c097B407f4e9B55D9CA432,111323 RBN,8920800,0.14,7872.68 RBN,95577.00 RBN,95577.00 RBN
0x8d5c9Df9b7899BB8031eBb6C0c3b6e3962A24e04,1939374 RBN,36741600,0.58,564876.15 RBN,809622.00 RBN,809622.00 RBN
0x8fe3aD6de766EbE60629A3972298A1F7304557F1,23687 RBN,40370400,0.64,7580.92 RBN,8525.00 RBN,8525.00 RBN
0x584b3Fb21ACD106b12A695068e07e6EbC3DB9D6b,82 RBN,8920800,0.14,5.81 RBN,70.00 RBN,70.00 RBN
0x7d112a6724DFe4506a3bbfa29DeD117Bf8d332a4,801 RBN,40370400,0.64,256.58 RBN,288.00 RBN,288.00 RBN
0x7c84727B2bF556BCa3b77dc18Fb9cA17e024242C,12106 RBN,40370400,0.64,3874.55 RBN,4357.00 RBN,4357.00 RBN
0x7944642920Df33BAE461f86Aa0cd0b4B8284330E,250671 RBN,40370400,0.64,80223.53 RBN,90224.00 RBN,90224.00 RBN
0x6C6C4877308e1EFCaEf184f71A56012b894A469E,7317 RBN,48232800,0.75,2744.22 RBN,1829.00 RBN,1829.00 RBN
0xD1ccC963eF8119D935EdEB42e651f0cd81B83B77,5772 RBN,8920800,0.14,408.19 RBN,4955.00 RBN,4955.00 RBN
0xF3bfe0Bb0Dab720ea251DdE573FE1d16C9145E1E,153706 RBN,40975200,0.65,49928.33 RBN,53849.00 RBN,53849.00 RBN
0x8934d2c764570b0A9C0DFFdD7C376Db06f957fA7,1273 RBN,40975200,0.65,413.75 RBN,446.00 RBN,446.00 RBN
0x39635098BB4bA04388508E1Ed1dacf18B372D525,161045 RBN,56095200,0.75,60392.25 RBN,40261.00 RBN,40261.00 RBN
0x3faE23168f8f8d79bf3D24CC64bF34F2399B8715,5491 RBN,9525600,0.15,414.67 RBN,4661.00 RBN,4661.00 RBN
0x8b71451681500a49D1e82E617a13898dfae91e7B,1290 RBN,40975200,0.65,419.22 RBN,452.00 RBN,452.00 RBN
0xd6e3E771A271C7D773583F9770Fc112aF15a916f,900 RBN,9525600,0.15,67.96 RBN,764.00 RBN,764.00 RBN
0x57A78222b02b05A2341d5dcfa9A68A2d314ccfeE,14031 RBN,40975200,0.65,4557.73 RBN,4915.00 RBN,4915.00 RBN
0x40aa3E443B3667f5F8b8048FEc89262BBf0171c5,680000 RBN,55490400,0.75,255000.00 RBN,170000.00 RBN,170000.00 RBN
0x73051a64044FEa61A6100eB0b55C9087BE32ccA3,199999 RBN,40975200,0.65,64965.75 RBN,70068.00 RBN,70068.00 RBN
0x2400a45243e6B13dbaF549FCAc88Eda203df80D2,1995 RBN,42789600,0.68,677.04 RBN,641.00 RBN,641.00 RBN
0x530deFD6c816809F54F6CfA6FE873646F6EcF930,19889 RBN,53071200,0.75,7458.50 RBN,4972.00 RBN,4972.00 RBN
0x6B49a8085B04AAD974a1aBBC29B54C6dE5E242B5,2534 RBN,41580000,0.66,835.32 RBN,863.00 RBN,863.00 RBN
0x62F9B12D78e5Cee61Dd364aea433024eD3e2d57c,64 RBN,41580000,0.66,21.38 RBN,22.00 RBN,22.00 RBN
0x7303D0643Fe6B91EC8A2E05Dbf5029cC1CCCcBCd,972 RBN,10130400,0.16,78.07 RBN,815.00 RBN,815.00 RBN
0x928FFAdD999076a0316576a2C26d5728062f53f3,1500 RBN,10130400,0.16,120.46 RBN,1259.00 RBN,1259.00 RBN
0xf8b23F746C1D8f11818dB6BF28EF857c693C9DD1,1614 RBN,41580000,0.66,532.25 RBN,550.00 RBN,550.00 RBN
0x2fCecD1a122E5E218F57348e43b377c92740BeBb,22366 RBN,42184800,0.67,7479.68 RBN,7406.00 RBN,7406.00 RBN
0x996f047f5ca79c7a1cFb92a534Add66520D9C2b1,38593 RBN,42184800,0.67,12906.19 RBN,12780.00 RBN,12780.00 RBN
0x2AF7b240a39e8A5Da07dbBB12d327c878165afb6,12561 RBN,10735200,0.17,1068.99 RBN,10423.00 RBN,10423.00 RBN
0x12D220FbDA92a9c8f281eA02871aFA70DfDe81e9,8930 RBN,42184800,0.67,2986.62 RBN,2957.00 RBN,2957.00 RBN
0xdef20aa8670698686625a24fBd5Ce109a4EF4724,2356 RBN,42184800,0.67,788.00 RBN,780.00 RBN,780.00 RBN
0x8b478359B5593747473e67f78B1f0048C1C523eD,350 RBN,42184800,0.67,117.05 RBN,115.00 RBN,115.00 RBN
0x3fA8D30e3963042C0Bc05853bFEb3f524A6cbB4A,8717 RBN,10735200,0.17,741.89 RBN,7233.00 RBN,7233.00 RBN
0xCa41A5FccF73D0793BdF8657ED4010ec40F10F2C,19032 RBN,42184800,0.67,6364.85 RBN,6302.00 RBN,6302.00 RBN
0x3abE492925611C4a6F1Da4Fc62e30BB48f5FCd91,7714 RBN,42789600,0.68,2616.75 RBN,2480.00 RBN,2480.00 RBN
0x98F8193394791fA8A34237f8216D236405acbF4c,500 RBN,11340000,0.18,44.95 RBN,410.00 RBN,410.00 RBN
0xF87942ce59eDeF3A99a1Ed0B9CDd05377D5E08d0,3047 RBN,42789600,0.68,1033.89 RBN,980.00 RBN,980.00 RBN
0x943228378d4F29252Ddd317FAeE5b86E01cfF2B1,4217 RBN,42789600,0.68,1430.68 RBN,1356.00 RBN,1356.00 RBN
0x4D3dfa9562f091dBC822eeF1DDeC178F6329fC34,1020 RBN,42789600,0.68,346.00 RBN,328.00 RBN,328.00 RBN
0x90eB355a85ea5324529224945bB55F1960dA1b47,5038 RBN,42789600,0.68,1709.20 RBN,1620.00 RBN,1620.00 RBN
0x8Ac5c1CbaFc564Fbd01Ee4b116DeA85e6A593aB4,502 RBN,42789600,0.68,170.52 RBN,161.00 RBN,161.00 RBN
0x138ac110804cd66BcaA15B461326e73055F9F5F8,420 RBN,42789600,0.68,142.78 RBN,135.00 RBN,135.00 RBN
0xa9F35569977eC3098D0018a6F8F578c237F6f76b,1976 RBN,13759200,0.22,215.56 RBN,1545.00 RBN,1545.00 RBN
0x2197cd0CF54E627419a3Eda7189f25Eb2186A468,8245 RBN,42789600,0.68,2796.81 RBN,2651.00 RBN,2651.00 RBN
0x51C58fa771505D0DEfb1A98C1De2C31994ABfc3A,4968 RBN,42789600,0.68,1685.41 RBN,1597.00 RBN,1597.00 RBN
0xF5d9CD9bC51a0A59598a5Bcd8eB6440002BE3e64,301 RBN,42789600,0.68,102.29 RBN,96.00 RBN,96.00 RBN
0x364800dC3a300451cf0b59169Dea6EEee05c45d7,10000 RBN,59119200,0.75,3750.00 RBN,2500.00 RBN,2500.00 RBN
0x6cD6604bEf8786bA11d5B04777916d3dDFA313fd,20092 RBN,42789600,0.68,6815.66 RBN,6461.00 RBN,6461.00 RBN
0x9E20E559fc0c2437709257A67B895480e55213d8,6762 RBN,43394400,0.69,2326.48 RBN,2109.00 RBN,2109.00 RBN
0xB4dC4C7460c58E7652Cd615675a1F707EbB67E9a,500 RBN,14968800,0.24,59.33 RBN,381.00 RBN,381.00 RBN
0x04Be74F44E452F2fE6c757F19F90B92cfC9f9aEA,19208 RBN,43394400,0.69,6607.71 RBN,5992.00 RBN,5992.00 RBN
0xC41a57f9B87494c57Aa557578B08d75D44E9E737,14158 RBN,58514400,0.75,5309.27 RBN,3539.00 RBN,3539.00 RBN
0x5701068cA0bA0338a5B64e8F59d5ae661e9eCfc0,1000 RBN,43394400,0.69,344.01 RBN,311.00 RBN,311.00 RBN
0x74f2FeF5D1C24f8b7237740A507A97098615a0a6,75957 RBN,43394400,0.69,26129.76 RBN,23697.00 RBN,23697.00 RBN
0xe65130C719584A68D48e2968E79e19d5dAf1e983,1698 RBN,43999200,0.70,592.31 RBN,513.00 RBN,513.00 RBN
0x6CE3aC74ef6AbFC13d811bdC6A2B7A6454cE0d07,1213 RBN,43999200,0.70,423.18 RBN,366.00 RBN,366.00 RBN
0xA558139E7eD8e2926Ca0ABe3c84c9506155E7092,481 RBN,43999200,0.70,168.06 RBN,145.00 RBN,145.00 RBN
0x2Fcf87fC895a79A697e79756B53720b351C4f761,1023 RBN,13154400,0.21,106.76 RBN,810.00 RBN,810.00 RBN
0xDd74a5f502167c1bdd88968D058834170175277B,4559 RBN,13154400,0.21,475.44 RBN,3608.00 RBN,3608.00 RBN
0x0888613C35A6339f82B4fAcEc48a1Bb9bcc8a9eD,299 RBN,13154400,0.21,31.28 RBN,237.00 RBN,237.00 RBN
0x2c145f7e559eB9Cecfe13141246971Ad888c072c,356 RBN,44604000,0.71,126.16 RBN,104.00 RBN,104.00 RBN
0x8Bcf390296E830B637D76c3Deaaf3d40a20e4B67,4000 RBN,13154400,0.21,417.12 RBN,3165.00 RBN,3165.00 RBN
0x755611a5f073138Dd9b60131122051526629982c,154 RBN,45208800,0.72,55.36 RBN,43.00 RBN,43.00 RBN
0x2eB6A0a495e21139f3b831812028Dac03f9543E4,1668 RBN,45208800,0.72,597.92 RBN,472.00 RBN,472.00 RBN
0xc8e7817C4AC86EF3aFC525F150091391205b727C,122 RBN,45813600,0.73,44.36 RBN,33.00 RBN,33.00 RBN
0x794783dcFCac8c1944727057A3208d8F8bB91506,15851 RBN,29484000,0.47,3705.06 RBN,8441.00 RBN,8441.00 RBN
0x09CF50574504d9dcf127E848A6058e8e0Bb814Aa,194650 RBN,45813600,0.73,70693.98 RBN,53262.00 RBN,53262.00 RBN
0x8FA83B18d76001f11EEf1499112Ff6d56CB5bf1a,300 RBN,14364000,0.23,34.20 RBN,231.00 RBN,231.00 RBN
0x31fd01BEb2CaEa630f0aEEb92D6c7b2dBa75F5DE,1195 RBN,1663200,0.03,15.77 RBN,1164.00 RBN,1164.00 RBN
0xB2043c543bb60Fb7AA7265CdcA359A35C4Bc09fa,940 RBN,45813600,0.73,341.48 RBN,257.00 RBN,257.00 RBN
0x3E7393C1717b59544517579d224317197b71346b,6120 RBN,58514400,0.75,2295.14 RBN,1530.00 RBN,1530.00 RBN
0xbb5b712875983E59B904DC51f32E9F1D93b9CA2E,3 RBN,46418400,0.74,1.30 RBN,0.00 RBN,0.00 RBN
0x73b843d33e0c82292A9931C8ca859b47a30020Bb,50 RBN,46418400,0.74,18.56 RBN,13.00 RBN,13.00 RBN
0xD4F9690Fef8Fb90Fe83Ac81dC06F346E496B4a25,948 RBN,46418400,0.74,349.14 RBN,250.00 RBN,250.00 RBN
0xf9A4800cF61aA3b4B44e88DBfB333AF2D9C6447B,304 RBN,46418400,0.74,111.94 RBN,80.00 RBN,80.00 RBN
0xf6aeF1044028907C86EB8581b1671e924392D3b4,28168 RBN,46418400,0.74,10365.45 RBN,7437.00 RBN,7437.00 RBN
0xfB7eb0427c687F706485DaE0b9F8D278684Fc7A2,1509 RBN,46418400,0.74,555.41 RBN,398.00 RBN,398.00 RBN
0x42C83B1a022aBd2eF6Cf46605fD60D404E578674,126 RBN,46418400,0.74,46.73 RBN,33.00 RBN,33.00 RBN
